,name,qtype,refer,Al,Ti,Li,Ge,Sr
2,Klondike,orogenic,Wolff 2012,740.0,8.0,7.9,16.0,1.2
6,Klondike,orogenic,Wolff 2012,510.0,1.9,11.2,22.0,8.5
31,Klondike,orogenic,Wolff 2012,166.0,1.4,3.7,19.0,0.08
37,Klondike,orogenic,Wolff 2012,142.0,19.0,9.6,11.0,0.27
51,Klondike,orogenic,Wolff 2012,67.6,0.64,8.2,2.7,0.071
58,Klondike,orogenic,Wolff 2012,17.8,1.24,0.25,2.8,0.08
65,Klondike,orogenic,Wolff 2012,40.6,3.8,0.39,4.0,0.038
67,Klondike,orogenic,Wolff 2012,32.3,1.62,0.61,2.01,0.0257
87,Klondike,orogenic,Wolff 2012,37.5,2.88,1.57,1.54,0.101
90,Klondike,orogenic,Wolff 2012,11.63,1.53,0.07,1.24,0.028
91,Klondike,orogenic,Wolff 2012,10.3,1.56,0.063,1.3,0.09
92,Klondike,orogenic,Wolff 2012,10.9,1.4,0.119,1.73,0.07
93,Klondike,orogenic,Wolff 2012,10.8,1.59,0.073,1.28,0.0137
95,Klondike,orogenic,Wolff 2012,240.0,9.0,12.3,17.0,0.65
103,Klondike,orogenic,Wolff 2012,28.8,2.3,1.54,1.65,0.0155
105,Klondike,orogenic,Wolff 2012,37.4,3.51,0.93,2.02,0.09
116,Klondike,orogenic,Wolff 2012,270.0,16.0,4.0,18.0,0.35
138,Klondike,orogenic,Wolff 2012,316.0,4.9,3.6,20.0,3.2
141,Klondike,orogenic,Wolff 2012,80.0,3.4,0.37,4.8,0.4
155,Klondike,orogenic,Wolff 2012,35.9,1.98,0.465,1.18,0.144
158,Klondike,orogenic,Wolff 2012,17.9,2.01,0.16,1.58,0.08
159,Klondike,orogenic,Wolff 2012,14.4,1.45,0.72,1.69,0.02
160,Klondike,orogenic,Wolff 2012,23.5,1.83,0.492,1.42,0.138
161,Klondike,orogenic,Wolff 2012,25.1,1.88,0.07,0.93,0.214
162,Klondike,orogenic,Wolff 2012,20.34,1.53,0.584,2.26,0.053
163,Klondike,orogenic,Wolff 2012,11.7,1.84,0.046,2.2,0.42
164,Klondike,orogenic,Wolff 2012,21.48,1.37,0.24,2.7,0.092
166,Klondike,orogenic,Wolff 2012,28.8,1.03,0.581,2.13,0.401
167,Klondike,orogenic,Wolff 2012,55.0,1.2,1.87,2.58,0.237
168,Klondike,orogenic,Wolff 2012,12.8,1.55,0.142,1.72,0.105
169,Klondike,orogenic,Wolff 2012,20.3,1.27,0.273,1.92,0.237
171,Klondike,orogenic,Wolff 2012,15.65,1.22,0.067,2.03,0.39
172,Klondike,orogenic,Wolff 2012,37.5,1.57,1.47,1.47,0.382
173,Klondike,orogenic,Wolff 2012,11.91,1.08,0.128,2.13,0.041
174,Klondike,orogenic,Wolff 2012,15.7,1.55,0.189,1.93,0.157
176,Klondike,orogenic,Wolff 2012,23.69,1.02,0.259,2.2,0.169
178,Klondike,orogenic,Wolff 2012,25.1,1.15,0.093,1.85,0.401
179,Klondike,orogenic,Wolff 2012,17.86,1.48,0.11,2.08,0.115
183,Klondike,orogenic,Wolff 2012,36.9,1.37,0.53,2.22,0.067
187,Klondike,orogenic,Wolff 2012,19.98,1.22,0.183,1.76,0.094
188,Klondike,orogenic,Wolff 2012,10.89,1.24,0.049,1.47,0.077
189,Klondike,orogenic,Wolff 2012,15.74,1.22,0.03,1.36,0.265
190,Klondike,orogenic,Wolff 2012,12.32,1.17,0.062,1.3,0.135
191,Klondike,orogenic,Wolff 2012,11.96,1.03,0.096,1.86,0.48
192,Klondike,orogenic,Wolff 2012,26.81,1.19,0.17,1.95,0.724
193,Klondike,orogenic,Wolff 2012,26.0,1.51,0.675,1.58,0.0108
194,Klondike,orogenic,Wolff 2012,35.96,1.96,2.79,1.71,0.0203
195,Klondike,orogenic,Wolff 2012,37.92,1.92,1.06,1.74,0.001
197,Klondike,orogenic,Wolff 2012,19.64,1.46,0.3,1.63,0.0024
198,Klondike,orogenic,Wolff 2012,11.06,1.5,0.146,1.93,0.096
200,Klondike,orogenic,Wolff 2012,5.84,1.53,0.058,1.47,0.071
201,Klondike,orogenic,Wolff 2012,36.4,1.82,5.03,1.92,0.0005
202,Klondike,orogenic,Wolff 2012,33.89,1.8,1.5,1.43,0.0033
203,Klondike,orogenic,Wolff 2012,9.89,1.51,0.277,1.4,0.179
204,Klondike,orogenic,Wolff 2012,26.96,1.7,0.915,1.89,0.026
205,Klondike,orogenic,Wolff 2012,6.81,1.32,0.526,1.5,0.0028
206,Klondike,orogenic,Wolff 2012,8.81,1.26,0.054,1.28,0.034
207,Klondike,orogenic,Wolff 2012,21.11,1.31,1.4,1.83,0.033
208,Klondike,orogenic,Wolff 2012,11.01,1.54,0.297,1.44,0.002
209,Klondike,orogenic,Wolff 2012,32.8,1.81,0.148,1.51,0.34
210,Klondike,orogenic,Wolff 2012,30.67,1.39,0.678,1.79,0.053
211,Klondike,orogenic,Wolff 2012,21.2,1.47,0.18,1.74,0.12
212,Klondike,orogenic,Wolff 2012,26.59,1.36,0.729,2.07,0.0142
213,Klondike,orogenic,Wolff 2012,24.39,1.44,1.56,1.55,0.0103
215,Klondike,orogenic,Wolff 2012,8.95,1.42,0.473,1.38,0.107
216,Klondike,orogenic,Wolff 2012,19.78,1.5,0.398,1.8,0.0124
220,Klondike,orogenic,Wolff 2012,29.0,1.5,1.45,1.45,0.074
221,Klondike,orogenic,Wolff 2012,10.72,1.61,0.62,1.53,0.021
223,Klondike,orogenic,Wolff 2012,15.6,1.57,2.18,1.94,0.06
224,Klondike,orogenic,Wolff 2012,25.24,1.47,2.02,1.97,0.0058
225,Klondike,orogenic,Wolff 2012,24.31,1.34,1.6,1.75,0.0087
226,Klondike,orogenic,Wolff 2012,7.11,1.35,0.286,1.37,0.0009
227,Klondike,orogenic,Wolff 2012,6.82,1.02,0.425,1.31,0.0057
228,Klondike,orogenic,Wolff 2012,13.6,0.96,0.233,1.27,0.0066
230,Klondike,orogenic,Wolff 2012,14.54,1.35,0.575,1.3,0.134
231,Klondike,orogenic,Wolff 2012,12.79,0.89,0.163,0.84,0.295
232,Klondike,orogenic,Wolff 2012,3.86,0.67,0.091,1.31,0.019
233,Klondike,orogenic,Wolff 2012,7.74,1.86,0.064,1.41,0.002
550,Summitville,epithermal,Tanner et al. 2013,253.0,12.0,1.4,2.8,0.94
781,Borborema,pegmatite,Beurlen et al. 2011,537.2,2.3,117.5,8.3,0.06
783,Borborema,pegmatite,Beurlen et al. 2011,372.0,1.3,74.7,8.0,0.02
786,Borborema,pegmatite,Beurlen et al. 2011,97.3,14.0,23.1,2.0,0.06
791,Borborema,pegmatite,Beurlen et al. 2011,162.4,15.9,30.5,1.7,0.02
792,Borborema,pegmatite,Beurlen et al. 2011,137.7,17.7,26.4,1.6,0.02
793,Borborema,pegmatite,Beurlen et al. 2011,132.4,14.3,28.5,1.7,0.06
797,Borborema,pegmatite,Beurlen et al. 2011,189.0,14.4,37.6,1.8,0.04
799,Borborema,pegmatite,Beurlen et al. 2011,137.7,15.9,30.2,2.2,0.09
800,Borborema,pegmatite,Beurlen et al. 2011,116.4,11.0,30.6,2.1,0.08
801,Borborema,pegmatite,Beurlen et al. 2011,104.5,10.6,29.9,2.5,0.04
802,Borborema,pegmatite,Beurlen et al. 2011,152.6,9.7,23.9,2.7,0.05
808,Borborema,pegmatite,Beurlen et al. 2011,395.5,2.2,124.8,11.3,0.06
809,Borborema,pegmatite,Beurlen et al. 2011,543.5,2.4,264.8,11.4,0.06
810,Borborema,pegmatite,Beurlen et al. 2011,565.1,2.5,143.4,8.1,0.04
812,Borborema,pegmatite,Beurlen et al. 2011,91.7,12.7,15.7,2.4,0.04
814,Borborema,pegmatite,Beurlen et al. 2011,145.3,15.0,19.2,3.2,0.05
815,Borborema,pegmatite,Beurlen et al. 2011,188.9,19.2,16.8,4.7,0.12
816,Borborema,pegmatite,Beurlen et al. 2011,241.4,17.6,14.0,6.0,0.03
817,Borborema,pegmatite,Beurlen et al. 2011,206.5,13.2,17.3,5.7,0.24
818,Borborema,pegmatite,Beurlen et al. 2011,52.2,7.6,11.1,1.1,0.04
821,Borborema,pegmatite,Beurlen et al. 2011,8.3,14.5,6.4,2.3,0.07
822,Borborema,pegmatite,Beurlen et al. 2011,40.2,24.1,8.1,3.2,0.11
823,Borborema,pegmatite,Beurlen et al. 2011,32.7,17.2,6.8,2.6,0.02
824,Borborema,pegmatite,Beurlen et al. 2011,123.2,14.4,37.3,2.2,0.09
825,Borborema,pegmatite,Beurlen et al. 2011,136.2,15.1,39.1,2.5,0.09
826,Borborema,pegmatite,Beurlen et al. 2011,154.1,16.4,37.3,2.3,0.1
830,Borborema,pegmatite,Beurlen et al. 2011,111.5,13.9,31.8,2.4,0.07
831,Borborema,pegmatite,Beurlen et al. 2011,118.7,17.9,34.2,2.7,0.04
832,Borborema,pegmatite,Beurlen et al. 2011,134.2,17.6,32.1,2.9,0.02
833,Borborema,pegmatite,Beurlen et al. 2011,127.0,7.2,31.2,2.7,0.03
834,Borborema,pegmatite,Beurlen et al. 2011,135.4,10.0,35.2,2.4,0.03
835,Borborema,pegmatite,Beurlen et al. 2011,106.8,6.7,33.9,1.7,0.02
840,Borborema,pegmatite,Beurlen et al. 2011,311.2,14.2,47.0,2.4,0.04
849,Borborema,pegmatite,Beurlen et al. 2011,254.7,10.9,90.1,2.7,0.07
882,Beauvoir granite,granite,Monnier et al. 2018,581.95,9.63,63.0,1.815,0.2178
883,Beauvoir granite,granite,Monnier et al. 2018,553.75,10.27,63.3,1.867,0.0229
884,Beauvoir granite,granite,Monnier et al. 2018,655.09,10.63,73.69,1.773,0.0862
885,Beauvoir granite,granite,Monnier et al. 2018,390.33,8.95,40.92,1.905,0.0703
886,Beauvoir granite,granite,Monnier et al. 2018,591.51,11.08,59.45,1.944,0.085
887,Beauvoir granite,granite,Monnier et al. 2018,764.74,8.82,78.73,1.949,0.0502
888,Beauvoir granite,granite,Monnier et al. 2018,780.59,10.2,80.59,2.044,0.078
889,Beauvoir granite,granite,Monnier et al. 2018,749.44,11.06,78.66,1.911,0.1291
890,Beauvoir granite,granite,Monnier et al. 2018,465.39,11.19,44.17,1.906,0.0651
891,Beauvoir granite,granite,Monnier et al. 2018,887.82,11.87,80.36,1.931,0.0571
892,Beauvoir granite,granite,Monnier et al. 2018,627.23,11.08,64.23,1.956,0.1168
893,Beauvoir granite,granite,Monnier et al. 2018,753.68,10.06,71.23,1.865,0.0721
894,Beauvoir granite,granite,Monnier et al. 2018,807.39,11.95,78.77,2.143,0.0695
895,Beauvoir granite,granite,Monnier et al. 2018,783.24,8.69,76.22,1.871,0.0788
896,Beauvoir granite,granite,Monnier et al. 2018,744.98,9.49,96.43,2.28,0.0708
897,Beauvoir granite,granite,Monnier et al. 2018,772.44,8.78,92.2,1.9,0.0692
898,Beauvoir granite,granite,Monnier et al. 2018,685.77,11.37,94.04,1.92,0.121
899,Beauvoir granite,granite,Monnier et al. 2018,802.56,15.76,87.28,2.17,0.102
900,Beauvoir granite,granite,Monnier et al. 2018,731.7,15.3,76.99,2.16,0.0747
901,Beauvoir granite,granite,Monnier et al. 2018,726.89,15.29,83.38,2.41,0.089
902,Beauvoir granite,granite,Monnier et al. 2018,837.02,13.44,89.59,2.17,0.12
903,Beauvoir granite,granite,Monnier et al. 2018,761.88,13.34,85.97,2.26,0.113
904,Beauvoir granite,granite,Monnier et al. 2018,712.77,16.46,87.93,2.35,0.144
905,Beauvoir granite,granite,Monnier et al. 2018,813.87,7.53,120.32,1.98,0.0949
906,Beauvoir granite,granite,Monnier et al. 2018,810.83,13.49,94.39,1.81,0.01
907,Beauvoir granite,granite,Monnier et al. 2018,664.07,7.2,83.84,2.16,0.01
908,Beauvoir granite,granite,Monnier et al. 2018,736.0,16.16,96.14,2.09,0.0836
909,Beauvoir granite,granite,Monnier et al. 2018,888.74,6.69,99.83,2.07,0.0446
910,Beauvoir granite,granite,Monnier et al. 2018,667.9,10.93,74.53,2.2,0.143
911,Beauvoir granite,granite,Monnier et al. 2018,741.32,11.92,80.22,1.99,0.121
912,Beauvoir granite,granite,Monnier et al. 2018,830.79,7.75,89.69,1.83,0.0558
913,Beauvoir granite,granite,Monnier et al. 2018,727.53,13.95,89.0,1.93,0.01
914,Beauvoir granite,granite,Monnier et al. 2018,804.86,8.54,91.06,1.77,0.079
915,Beauvoir granite,granite,Monnier et al. 2018,615.25,14.99,66.82,2.14,0.083
916,Beauvoir granite,granite,Monnier et al. 2018,519.72,13.46,51.44,1.59,0.0814
917,Beauvoir granite,granite,Monnier et al. 2018,673.2,8.85,82.23,2.08,0.0226
918,Beauvoir granite,granite,Monnier et al. 2018,810.0,9.33,93.77,1.85,0.0809
919,Beauvoir granite,granite,Monnier et al. 2018,763.64,17.23,94.79,1.96,0.113
920,Beauvoir granite,granite,Monnier et al. 2018,733.9,16.95,78.12,2.12,0.079
921,Beauvoir granite,granite,Monnier et al. 2018,656.25,15.0,71.47,1.91,0.145
922,Beauvoir granite,granite,Monnier et al. 2018,885.76,5.75,153.22,1.779,0.1187
923,Beauvoir granite,granite,Monnier et al. 2018,862.44,5.04,143.53,2.023,0.0518
924,Beauvoir granite,granite,Monnier et al. 2018,847.8,4.09,115.47,1.763,0.0204
925,Beauvoir granite,granite,Monnier et al. 2018,866.25,4.64,125.66,1.832,0.0723
926,Beauvoir granite,granite,Monnier et al. 2018,759.71,3.55,114.3,1.765,0.1337
927,Beauvoir granite,granite,Monnier et al. 2018,986.45,5.18,162.06,2.165,0.0915
928,Beauvoir granite,granite,Monnier et al. 2018,808.22,6.7,134.3,2.15,0.0733
929,Beauvoir granite,granite,Monnier et al. 2018,791.13,6.38,128.66,2.027,0.1218
930,Beauvoir granite,granite,Monnier et al. 2018,871.89,4.56,102.6,1.67,0.0691
931,Beauvoir granite,granite,Monnier et al. 2018,806.23,4.29,100.61,1.541,0.0263
932,Beauvoir granite,granite,Monnier et al. 2018,904.22,8.08,151.62,2.017,0.0831
933,Beauvoir granite,granite,Monnier et al. 2018,910.39,9.8,105.86,1.997,0.233
934,Beauvoir granite,granite,Monnier et al. 2018,807.69,8.53,114.1,2.08,0.0631
935,Beauvoir granite,granite,Monnier et al. 2018,760.45,5.85,109.39,1.699,0.077
936,Beauvoir granite,granite,Monnier et al. 2018,877.52,10.18,137.12,2.06,0.0585
937,Beauvoir granite,granite,Monnier et al. 2018,770.79,5.61,97.46,1.784,0.0877
938,Beauvoir grisen,greisen,Monnier et al. 2018,2710.18,7.14,317.46,2.53,0.0134
939,Beauvoir grisen,greisen,Monnier et al. 2018,3522.07,8.01,386.13,3.06,0.0245
940,Beauvoir grisen,greisen,Monnier et al. 2018,2564.34,5.67,270.88,1.39,0.0284
941,Beauvoir grisen,greisen,Monnier et al. 2018,3021.08,7.15,323.01,2.74,0.0217
942,Beauvoir grisen,greisen,Monnier et al. 2018,2993.61,7.87,321.79,1.966,0.01
943,Beauvoir grisen,greisen,Monnier et al. 2018,2487.69,6.77,277.79,2.63,0.0153
944,Beauvoir grisen,greisen,Monnier et al. 2018,756.25,6.05,157.4,1.94,0.0206
945,Beauvoir grisen,greisen,Monnier et al. 2018,681.44,7.12,124.41,2.5,0.0267
946,Beauvoir grisen,greisen,Monnier et al. 2018,574.23,6.7,87.77,1.7,0.0262
947,Beauvoir grisen,greisen,Monnier et al. 2018,1069.23,6.75,216.46,1.99,0.0404
948,Beauvoir grisen,greisen,Monnier et al. 2018,492.98,5.91,83.31,1.407,0.0375
949,Beauvoir grisen,greisen,Monnier et al. 2018,280.09,5.97,66.27,1.29,0.0471
950,Beauvoir grisen,greisen,Monnier et al. 2018,3444.49,4.14,677.2,11.95,0.038
951,Beauvoir grisen,greisen,Monnier et al. 2018,3876.01,4.12,713.94,11.46,0.0195
952,Beauvoir grisen,greisen,Monnier et al. 2018,3625.15,4.13,669.89,12.32,0.01
953,Beauvoir grisen,greisen,Monnier et al. 2018,4205.08,3.88,786.9,6.72,0.0144
954,Beauvoir grisen,greisen,Monnier et al. 2018,3891.96,4.01,718.81,11.47,0.0117
955,Beauvoir grisen,greisen,Monnier et al. 2018,3792.53,4.43,704.54,11.21,0.0127
956,Beauvoir grisen,greisen,Monnier et al. 2018,3614.98,3.95,709.34,8.86,0.0153
957,Beauvoir grisen,greisen,Monnier et al. 2018,3860.44,3.35,661.06,8.62,0.0211
958,Beauvoir grisen,greisen,Monnier et al. 2018,4101.56,3.39,652.65,6.14,0.0119
959,Beauvoir grisen,greisen,Monnier et al. 2018,3249.41,3.75,582.84,4.32,0.0376
960,Beauvoir grisen,greisen,Monnier et al. 2018,504.35,2.95,87.96,1.5,0.01
961,Beauvoir grisen,greisen,Monnier et al. 2018,839.44,3.68,193.95,2.07,0.0249
962,Beauvoir grisen,greisen,Monnier et al. 2018,651.38,3.06,178.9,1.91,0.0463
963,Beauvoir grisen,greisen,Monnier et al. 2018,891.87,3.43,213.99,1.95,0.0749
964,Beauvoir grisen,greisen,Monnier et al. 2018,407.54,3.36,113.3,1.96,0.0214
965,Beauvoir grisen,greisen,Monnier et al. 2018,2478.38,3.58,397.3,5.29,0.01
966,Beauvoir grisen,greisen,Monnier et al. 2018,2222.01,1.0,353.12,3.36,0.0126
967,Beauvoir grisen,greisen,Monnier et al. 2018,2167.48,1.69,327.98,3.29,0.01
968,Beauvoir grisen,greisen,Monnier et al. 2018,1864.56,2.5,314.6,2.79,0.01
969,Beauvoir grisen,greisen,Monnier et al. 2018,3563.07,3.74,422.17,4.72,0.0222
970,Beauvoir grisen,greisen,Monnier et al. 2018,962.01,2.54,134.77,1.302,0.0305
971,Beauvoir grisen,greisen,Monnier et al. 2018,1365.85,4.0,198.76,2.38,0.01
972,Beauvoir grisen,greisen,Monnier et al. 2018,2669.68,4.14,402.4,4.96,0.01
973,Beauvoir grisen,greisen,Monnier et al. 2018,425.74,1.71,86.05,3.28,0.01
974,Beauvoir grisen,greisen,Monnier et al. 2018,727.77,4.7,97.39,3.34,0.0854
975,Beauvoir grisen,greisen,Monnier et al. 2018,601.84,1.62,93.39,4.05,0.0493
976,Beauvoir grisen,greisen,Monnier et al. 2018,662.76,3.32,135.45,4.12,0.0309
977,Beauvoir grisen,greisen,Monnier et al. 2018,590.86,2.36,94.47,4.26,0.0367
978,Beauvoir grisen,greisen,Monnier et al. 2018,2277.7,5.09,282.66,11.91,0.157
979,Beauvoir grisen,greisen,Monnier et al. 2018,2935.74,3.19,290.45,9.66,0.0377
980,Beauvoir grisen,greisen,Monnier et al. 2018,2272.42,6.21,295.13,3.66,0.01
981,Beauvoir grisen,greisen,Monnier et al. 2018,2067.84,7.13,252.01,4.57,0.01
982,Beauvoir grisen,greisen,Monnier et al. 2018,509.91,4.6,81.62,2.47,0.01
983,Beauvoir grisen,greisen,Monnier et al. 2018,1351.77,7.39,174.11,1.938,0.01
984,Beauvoir grisen,greisen,Monnier et al. 2018,1629.06,5.99,210.67,2.34,0.0105
985,Beauvoir grisen,greisen,Monnier et al. 2018,1744.52,4.37,232.18,2.37,0.0148
986,Beauvoir grisen,greisen,Monnier et al. 2018,1689.58,5.78,218.21,2.65,0.01
987,Beauvoir porphyry,porphyry,Monnier et al. 2018,519.44,54.29,58.28,1.13,0.01
988,Beauvoir porphyry,porphyry,Monnier et al. 2018,406.37,42.95,47.52,1.096,0.0405
989,Beauvoir porphyry,porphyry,Monnier et al. 2018,336.05,27.42,37.05,1.268,0.0145
990,Beauvoir porphyry,porphyry,Monnier et al. 2018,460.15,42.91,52.83,1.307,0.0207
991,Beauvoir porphyry,porphyry,Monnier et al. 2018,409.36,35.42,50.58,1.415,0.0241
992,Beauvoir porphyry,porphyry,Monnier et al. 2018,432.43,31.15,46.96,1.275,0.029
993,Beauvoir porphyry,porphyry,Monnier et al. 2018,408.0,43.25,48.9,1.149,0.0144
994,Beauvoir porphyry,porphyry,Monnier et al. 2018,439.22,45.85,51.79,1.386,0.0158
995,Beauvoir porphyry,porphyry,Monnier et al. 2018,399.4,47.02,52.87,1.343,0.0597
996,Beauvoir porphyry,porphyry,Monnier et al. 2018,443.58,51.73,53.82,1.153,0.01
997,Beauvoir porphyry,porphyry,Monnier et al. 2018,556.95,37.82,100.63,1.481,0.0295
998,Beauvoir porphyry,porphyry,Monnier et al. 2018,390.22,60.04,65.98,1.118,0.0273
999,Beauvoir porphyry,porphyry,Monnier et al. 2018,365.31,43.36,51.26,1.166,0.0261
1000,Beauvoir porphyry,porphyry,Monnier et al. 2018,386.12,32.22,46.53,1.447,0.0303
1001,Beauvoir porphyry,porphyry,Monnier et al. 2018,393.98,39.51,40.57,1.391,0.0232
1002,Beauvoir porphyry,porphyry,Monnier et al. 2018,413.55,43.46,43.55,1.359,0.1087
1003,Beauvoir porphyry,porphyry,Monnier et al. 2018,415.28,46.78,41.82,1.16,0.0267
1004,Beauvoir porphyry,porphyry,Monnier et al. 2018,453.37,54.57,46.89,1.235,0.0304
1005,Beauvoir porphyry,porphyry,Monnier et al. 2018,422.2,43.25,44.67,1.316,0.0721
1006,Beauvoir porphyry,porphyry,Monnier et al. 2018,396.82,48.0,47.94,1.174,0.0211
1007,Beauvoir porphyry,porphyry,Monnier et al. 2018,442.02,46.73,48.27,0.972,0.0295
1008,Beauvoir porphyry,porphyry,Monnier et al. 2018,380.45,53.74,60.25,1.026,0.0446
1009,Beauvoir porphyry,porphyry,Monnier et al. 2018,449.15,51.98,50.64,1.208,0.0207
1010,Beauvoir porphyry,porphyry,Monnier et al. 2018,432.71,42.6,41.67,1.04,0.0317
1011,Beauvoir porphyry,porphyry,Monnier et al. 2018,473.39,56.86,48.64,1.052,0.034
1012,Beauvoir porphyry,porphyry,Monnier et al. 2018,432.48,43.51,46.22,1.075,0.0434
1013,Beauvoir porphyry,porphyry,Monnier et al. 2018,389.18,43.85,44.91,1.299,0.0349
1144,Kasejovice,orogenic,Pacák et al. 2019,53.57,2.6,0.75,1.09,0.27
1145,Kasejovice,orogenic,Pacák et al. 2019,412.78,2.31,0.36,1.09,0.32
1147,Kasejovice,orogenic,Pacák et al. 2019,71.91,5.19,3.47,1.1,0.41
1148,Kasejovice,orogenic,Pacák et al. 2019,201.79,6.35,0.75,1.25,0.45
1151,Kasejovice,orogenic,Pacák et al. 2019,137.66,5.39,0.7,1.56,0.33
1154,Kasejovice,orogenic,Pacák et al. 2019,196.48,6.86,0.46,1.5,0.54
1157,Kasejovice,orogenic,Pacák et al. 2019,168.47,6.25,0.53,1.43,0.28
1158,Kasejovice,orogenic,Pacák et al. 2019,103.72,5.03,0.41,1.32,0.3
1159,Kasejovice,orogenic,Pacák et al. 2019,103.81,5.77,0.67,1.26,0.34
1160,Kasejovice,orogenic,Pacák et al. 2019,52.81,6.81,1.59,1.3,0.72
1164,Kasejovice,orogenic,Pacák et al. 2019,257.88,5.75,0.57,1.3,1.06
1165,Kasejovice,orogenic,Pacák et al. 2019,125.6,7.07,0.55,1.48,0.32
1167,Kasejovice,orogenic,Pacák et al. 2019,138.11,5.43,0.7,1.22,0.68
1168,Kasejovice,orogenic,Pacák et al. 2019,90.23,5.48,0.55,1.48,0.42
1169,Kasejovice,orogenic,Pacák et al. 2019,52.04,1.97,0.51,1.29,0.56
1170,Kasejovice,orogenic,Pacák et al. 2019,91.59,6.36,0.74,1.64,0.34
1171,Kasejovice,orogenic,Pacák et al. 2019,92.53,6.35,0.75,1.64,0.35
1175,Kasejovice,orogenic,Pacák et al. 2019,212.29,4.96,0.87,1.94,0.7
1177,Kasejovice,orogenic,Pacák et al. 2019,191.22,6.07,0.72,1.46,0.47
1180,Kasejovice,orogenic,Pacák et al. 2019,209.86,5.19,0.74,1.27,0.43
1181,Kasejovice,orogenic,Pacák et al. 2019,118.94,8.32,0.45,1.37,0.6
1183,Kasejovice,orogenic,Pacák et al. 2019,386.74,7.79,0.77,2.0,1.15
1184,Kasejovice,orogenic,Pacák et al. 2019,425.47,8.49,0.55,1.82,1.26
1185,Kasejovice,orogenic,Pacák et al. 2019,223.07,3.8,0.8,1.19,0.36
1207,Kasejovice,orogenic,Pacák et al. 2019,3143.73,2.3,0.99,0.75,6.4
1209,Kasejovice,orogenic,Pacák et al. 2019,2331.64,1.85,0.99,12.42,1.33
1219,Zinnwald,greisen,Müller et al. 2018,134.6,14.4,27.9,0.9,0.07
1220,Zinnwald,greisen,Müller et al. 2018,130.3,14.0,24.9,1.0,0.08
1221,Zinnwald,greisen,Müller et al. 2018,208.5,15.1,23.5,0.8,0.06
1222,Zinnwald,greisen,Müller et al. 2018,147.8,6.6,10.8,1.9,0.05
1223,Zinnwald,greisen,Müller et al. 2018,304.9,3.9,17.5,2.3,0.1
1224,Zinnwald,greisen,Müller et al. 2018,387.2,3.1,27.2,1.7,0.05
1225,Zinnwald,greisen,Müller et al. 2018,59.5,6.4,1.7,1.0,0.07
1226,Zinnwald,greisen,Müller et al. 2018,130.0,1.9,6.4,0.7,0.06
1227,Zinnwald,greisen,Müller et al. 2018,107.5,0.8,3.7,0.7,0.22
1228,Zinnwald,greisen,Müller et al. 2018,309.8,4.8,4.6,1.9,0.06
1229,Zinnwald,greisen,Müller et al. 2018,116.8,4.8,6.9,1.1,0.05
1230,Zinnwald,greisen,Müller et al. 2018,410.1,5.5,14.4,1.6,0.06
1231,Zinnwald,greisen,Müller et al. 2018,82.8,3.8,2.0,2.2,0.05
1232,Zinnwald,greisen,Müller et al. 2018,347.6,3.6,15.9,1.8,0.04
1233,Zinnwald,greisen,Müller et al. 2018,84.2,4.4,3.9,1.5,0.05
1234,Zinnwald,greisen,Müller et al. 2018,437.2,5.8,13.8,1.4,0.08
1235,Zinnwald,greisen,Müller et al. 2018,371.4,5.6,27.3,1.6,0.82
1236,Zinnwald,greisen,Müller et al. 2018,560.9,5.3,27.5,1.7,0.07
1238,Zinnwald,greisen,Müller et al. 2018,33.0,2.4,4.7,0.1,0.04
1239,Zinnwald,greisen,Müller et al. 2018,29.2,2.7,2.0,0.1,0.35
1240,Zinnwald,greisen,Müller et al. 2018,69.3,0.6,14.0,0.8,0.07
1241,Zinnwald,greisen,Müller et al. 2018,103.2,0.9,33.1,0.9,0.04
1242,Zinnwald,greisen,Müller et al. 2018,35.8,4.0,3.3,0.1,0.04
1243,Zinnwald,greisen,Müller et al. 2018,45.1,2.5,1.7,0.1,0.07
1244,Zinnwald,greisen,Müller et al. 2018,45.1,2.1,2.6,0.1,0.12
1245,Zinnwald,greisen,Müller et al. 2018,141.1,5.9,3.2,0.1,0.31
1246,Zinnwald,greisen,Müller et al. 2018,63.6,1.5,3.6,0.6,0.12
1247,Zinnwald,greisen,Müller et al. 2018,76.6,5.2,3.4,0.3,0.06
1248,Zinnwald,greisen,Müller et al. 2018,58.9,1.5,2.1,1.5,0.05
1249,Zinnwald,greisen,Müller et al. 2018,82.3,10.2,2.1,2.0,0.05
1250,Zinnwald,greisen,Müller et al. 2018,112.6,13.1,2.5,2.2,0.08
1251,Zinnwald,greisen,Müller et al. 2018,78.7,10.9,9.7,2.2,0.08
1252,Zinnwald,greisen,Müller et al. 2018,116.3,11.6,2.0,1.8,0.04
1253,Zinnwald,greisen,Müller et al. 2018,130.7,12.4,1.8,2.0,0.05
1254,Zinnwald,greisen,Müller et al. 2018,94.2,10.1,3.1,2.0,0.03
1255,Zinnwald,greisen,Müller et al. 2018,151.4,8.0,2.7,2.1,0.08
1256,Zinnwald,greisen,Müller et al. 2018,179.4,9.4,3.3,2.5,0.22
1257,Zinnwald,greisen,Müller et al. 2018,80.7,6.6,0.3,1.9,0.02
1258,Zinnwald,greisen,Müller et al. 2018,10.2,1.2,0.6,0.9,0.06
1259,Zinnwald,greisen,Müller et al. 2018,37.0,2.1,1.4,0.2,0.04
